
"Sunday, 23 August 2026 [performance over the past 7 days]"
Rank,Artist,Title
110,"Fleetwood Mac","The Chain"
111,"Miyagi & Эндшпиль","I Got Love (feat. Рем Дигга)"
112,"Lucenzo","Danza Kuduro (feat. Don Omar)"
113,"Itay Levy","08"
114,"Sasson Efram Shaulov","נווה הדרים"
115,"JAŸ-Z","03' Bonnie & Clyde (feat. Beyoncé Knowles)"
116,"Bubby.m","איזה עולם מקולקל (feat. Mirin) [Live 2026 - Imaginary Tour]"
117,"Sean Paul featuring Keyshia Cole","(When You Gonna) Give It Up to Me [Radio Version] [feat. Keyshia Cole]"
118,"נווה לוי","רק בן אדם"
119,"Pixies","Where Is My Mind?"
120,"Christina Perri","A Thousand Years"
121,"LENNSKO","panzerknacker.wav"
122,"Gloria Gaynor","I Will Survive"
123,"Gigi Perez","Sailor Song"
124,"Kanye West","Runaway (feat. Pusha T)"
125,"Jonas Blue & Malive","Edge of Desire"
126,"Marwan Pablo, Lege-Cy & HatemBas","Shoft Kalam"
127,"RÜFÜS DU SOL","Innerbloom"
128,"SIENNA SPIRO","Die On This Hill"
129,"Young Madz & MC Zudo Boladão","Party Funk"
130,"TUL8TE","Garee2a Awy - A COLORS SHOW"
131,"The Avihu Pinhasov Rhythm Club","מצילה אותי"
132,"Alex Warren","FEVER DREAM"
133,"HUGEL, LaBritney & Mili","Stay Sexy"
134,"M83","Outro"
135,"Dudu Tassa","בית ביפו"
136,"Alyssa Grace","bloodstream"
137,"Edward Maya & Vika Jigulina","Stereo Love"
138,"הגר יפת","אתה חי בחלום"
139,"CamelPhat & Volkoder","Unique Moment"
140,"Ricchi & Poveri","Sarà Perché Ti Amo"
141,"West Code","Alone"
142,"Ella Langley","Choosin' Texas"
143,"Agam Buhbut","השמפניות והמאניות"
144,"Justin Bieber","Beauty and a Beat (feat. Nicki Minaj)"
145,"Nirvana","Smells Like Teen Spirit"
146,"Tove Lo","Talking Body"
147,"Mauvais Djo","Maladie"
148,"Mor","תאהב אותי ככה"
149,"Liam Golan","7 לילות"
150,"Benson Boone","Beautiful Things"
151,"The Second Voice","LET ME BE"
152,"Shimza, AR/CO & Kasango","Fire Fire"
153,"MoBlack, Wail Bouri & Emmanuel Jal","Beledna"
154,"Gotye","Somebody That I Used to Know (feat. Kimbra)"
155,"Sister Nancy","Bam Bam"
156,"Bonnie Tyler","Total Eclipse of the Heart"
157,"sombr","back to friends"
158,"Post Malone & Swae Lee","Sunflower (Spider-Man: Into the Spider-Verse)"
159,"Bad Bunny","DtMF"
160,"Steve Miller Band","Serenade"
161,"Itay Levy & Sasson Efram Shaulov","חוזר אלייך"
162,"Phil Collins","In the Air Tonight"
163,"Lana Del Rey","Cinnamon Girl"
164,"Issouf Manem yam","Valhalla Calling"
165,"Sting","Shape Of My Heart"
166,"Michael Jackson","Don't Stop 'Til You Get Enough"
167,"Coolio & L.V.","Gangsta's Paradise"
168,"Tems","Me & U"
169,"Michael Kiwanuka","Cold Little Heart"
170,"Taylor Swift","The Fate of Ophelia"
171,"Dikla","חתולות רחוב"
172,"Shuli Rand","לב לבן"
173,"The xx","Intro"
174,"Gala","Freed From Desire"
175,"Tears for Fears","Everybody Wants To Rule The World"
176,"Fleetwood Mac","Silver Springs"
177,"Amy Macdonald","This Is The Life"
178,"Vanco","Ma Tnsani (Yalla Habibi) [feat. AYA]"
179,"El De Las R's","La Cheyenne"
180,"בן חן","נפלו לי השמיים"
181,"Men At Work","Down Under"
182,"DA TI","Take Me There"
183,"George Michael","Careless Whisper"
184,"Ben Zur","אישתי"
185,"Lola Young","Messy"
186,"The Animals","House Of The Rising Sun"
187,"Dire Straits","Sultans of Swing"
188,"Miyagi & Andy Panda","Kosandra"
189,"The Synaptik & Samrasounds","Weinek Ya Shams"
190,"Miri Mesika & Mika Moshe","יש לך אותך"
191,"Jaman T","Будь моей"
192,"Riff Cohen","Bye Dubai (باي دُبيّ) [Dalit Rechester Remix]"
193,"SIENNA SPIRO","Material Lover (from The Devil Wears Prada 2 Original Motion Picture)"
194,"Hayotzrim","היהלום שלי"
195,"Dominic Fike","Babydoll"
196,"Mecano","Figlio della luna"
197,"Maor","במקום אחר (לב העיר)"
198,"BIA","WE ON GO"
199,"SABI & MIA BOYKA","Базовый минимум"
200,"Everything But the Girl & Todd Terry","Missing (Todd Terry Club Mix)"
